,model,problem,level,Average accuracy,Failure,difference,weighted_accuracy,weighted_failed,lvl_correctness,is_close
6,Phi-2,edpResults,7,0.4,0.0,3,0.05090909090909091,0.0,"[False, True, True, False, False, False, True, False, False, True]",False
7,Phi-2,edpResults,8,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
8,Phi-2,edpResults,9,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
9,Phi-2,edpResults,10,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Yi-34b,edpResults,1,1.0,0.0,5,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",False
1,Yi-34b,edpResults,2,0.7,0.0,5,0.025454545454545452,0.0,"[False, True, False, False, True, True, True, True, True, True]",False
2,Yi-34b,edpResults,3,0.4,0.0,5,0.02181818181818182,0.0,"[False, False, True, False, True, False, False, False, True, True]",False
3,Yi-34b,edpResults,4,0.4,0.0,5,0.02909090909090909,0.0,"[True, False, True, False, False, True, True, False, False, False]",False
4,Yi-34b,edpResults,5,0.5,0.0,5,0.045454545454545456,0.0,"[True, False, True, True, True, False, False, False, False, True]",False
5,Yi-34b,edpResults,6,0.0,0.0,5,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Yi-34b,edpResults,7,0.1,0.0,5,0.012727272727272728,0.0,"[False, False, False, False, False, False, False, False, True, False]",False
7,Yi-34b,edpResults,8,0.2,0.0,5,0.02909090909090909,0.0,"[True, False, True, False, False, False, False, False, False, False]",False
8,Yi-34b,edpResults,9,0.1,0.0,5,0.016363636363636365,0.0,"[False, False, False, False, False, False, False, False, True, False]",False
9,Yi-34b,edpResults,10,0.4,0.0,5,0.07272727272727272,0.0,"[False, False, False, True, True, True, False, True, False, False]",False
0,Phi-1.5,edpResults,1,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
1,Phi-1.5,edpResults,2,0.0,0.1,1,0.0,0.01,"[False, False, False, 'failed', False, False, False, False, False, False]",False
2,Phi-1.5,edpResults,3,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
3,Phi-1.5,edpResults,4,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
4,Phi-1.5,edpResults,5,0.6,0.0,1,0.05454545454545454,0.0,"[True, False, True, True, True, True, False, False, False, True]",False
5,Phi-1.5,edpResults,6,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Phi-1.5,edpResults,7,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Phi-1.5,edpResults,8,0.3,0.0,1,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",False
8,Phi-1.5,edpResults,9,0.1,0.0,1,0.016363636363636365,0.0,"[False, False, False, False, False, True, False, False, False, False]",False
9,Phi-1.5,edpResults,10,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,MPT-30b,edpResults,1,0.4,0.0,2,0.007272727272727273,0.0,"[False, True, False, False, False, False, True, True, True, False]",False
1,MPT-30b,edpResults,2,0.2,0.7,2,0.007272727272727273,0.06999999999999999,"['failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', True, 'failed', False]",False
2,MPT-30b,edpResults,3,0.0,0.8,2,0.0,0.08,"[False, 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
3,MPT-30b,edpResults,4,0.0,0.9,2,0.0,0.09,"['failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,MPT-30b,edpResults,5,0.0,0.8,2,0.0,0.08,"['failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed']",False
5,MPT-30b,edpResults,6,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,MPT-30b,edpResults,7,0.0,0.8,2,0.0,0.08,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, False, 'failed']",False
7,MPT-30b,edpResults,8,0.0,0.7,2,0.0,0.06999999999999999,"[False, False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,MPT-30b,edpResults,9,0.0,0.9,2,0.0,0.09,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed']",False
9,MPT-30b,edpResults,10,0.0,0.9,2,0.0,0.09,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed']",False
0,MPT-30b,edpResults,1,0.0,1.0,3,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
1,MPT-30b,edpResults,2,0.2,0.6,3,0.007272727272727273,0.06,"[False, 'failed', 'failed', True, 'failed', 'failed', 'failed', True, 'failed', False]",False
2,MPT-30b,edpResults,3,0.0,0.8,3,0.0,0.08,"['failed', 'failed', 'failed', False, 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
3,MPT-30b,edpResults,4,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
4,MPT-30b,edpResults,5,0.0,1.0,3,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
5,MPT-30b,edpResults,6,0.0,0.3,3,0.0,0.03,"['failed', False, False, 'failed', False, 'failed', False, False, False, False]",False
6,MPT-30b,edpResults,7,0.0,0.7,3,0.0,0.06999999999999999,"['failed', 'failed', 'failed', False, False, 'failed', 'failed', 'failed', 'failed', False]",False
7,MPT-30b,edpResults,8,0.0,1.0,3,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,MPT-30b,edpResults,9,0.0,0.9,3,0.0,0.09,"['failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
9,MPT-30b,edpResults,10,0.0,0.8,3,0.0,0.08,"['failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', False, 'failed']",False
0,Phi-1.5,edpResults,1,0.7,0.0,0,0.012727272727272726,0.0,"[False, True, False, True, True, True, True, True, True, False]",False
1,Phi-1.5,edpResults,2,0.0,1.0,0,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Phi-1.5,edpResults,3,0.3,0.0,0,0.01636363636363636,0.0,"[True, True, False, False, False, False, True, False, False, False]",False
3,Phi-1.5,edpResults,4,0.0,1.0,0,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,Phi-1.5,edpResults,5,0.6,0.0,0,0.05454545454545454,0.0,"[True, False, True, True, True, True, False, False, False, True]",False
5,Phi-1.5,edpResults,6,0.6,0.0,0,0.06545454545454545,0.0,"[True, True, False, True, True, True, False, False, True, False]",False
6,Phi-1.5,edpResults,7,0.4,0.0,0,0.05090909090909091,0.0,"[False, True, True, False, False, False, True, False, False, True]",False
7,Phi-1.5,edpResults,8,0.3,0.0,0,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",False
8,Phi-1.5,edpResults,9,0.3,0.0,0,0.04909090909090909,0.0,"[False, False, True, False, False, False, False, True, True, False]",False
9,Phi-1.5,edpResults,10,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Yi-34b,edpResults,1,0.9,0.0,4,0.016363636363636365,0.0,"[True, True, True, True, True, True, False, True, True, True]",False
1,Yi-34b,edpResults,2,0.7,0.0,4,0.025454545454545452,0.0,"[False, True, False, True, True, True, False, True, True, True]",False
2,Yi-34b,edpResults,3,0.5,0.0,4,0.02727272727272727,0.0,"[True, True, True, False, False, False, False, False, True, True]",False
3,Yi-34b,edpResults,4,0.2,0.0,4,0.014545454545454545,0.0,"[True, False, False, False, False, False, True, False, False, False]",False
4,Yi-34b,edpResults,5,0.1,0.0,4,0.00909090909090909,0.0,"[False, False, False, False, False, True, False, False, False, False]",False
5,Yi-34b,edpResults,6,0.3,0.0,4,0.03272727272727272,0.0,"[True, False, True, True, False, False, False, False, False, False]",False
6,Yi-34b,edpResults,7,0.0,0.0,4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Yi-34b,edpResults,8,0.1,0.0,4,0.014545454545454545,0.0,"[True, False, False, False, False, False, False, False, False, False]",False
8,Yi-34b,edpResults,9,0.1,0.0,4,0.016363636363636365,0.0,"[False, False, False, False, False, False, False, False, True, False]",False
9,Yi-34b,edpResults,10,0.5,0.0,4,0.09090909090909091,0.0,"[False, False, False, True, True, True, False, True, False, True]",False
0,Phi-2,edpResults,1,0.2,0.0,2,0.0036363636363636364,0.0,"[True, False, False, False, False, False, True, False, False, False]",False
1,Phi-2,edpResults,2,0.2,0.0,2,0.007272727272727273,0.0,"[False, False, True, False, True, False, False, False, False, False]",False
2,Phi-2,edpResults,3,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
3,Phi-2,edpResults,4,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
4,Phi-2,edpResults,5,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
5,Phi-2,edpResults,6,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Phi-2,edpResults,7,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Phi-2,edpResults,8,0.6,0.0,2,0.08727272727272727,0.0,"[False, True, False, True, True, True, False, True, True, False]",False
8,Phi-2,edpResults,9,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
9,Phi-2,edpResults,10,0.0,0.0,2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,MPT-30b,edpResults,6,0.0,0.6,-5,0.0,0.12,"['failed', False, False, 'failed', 'failed', 'failed', 'failed', 'failed', False, False]",False
1,MPT-30b,edpResults,7,0.0,0.8,-5,0.0,0.16,"['failed', 'failed', 'failed', False, False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,MPT-30b,edpResults,8,0.0,1.0,-5,0.0,0.2,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
3,MPT-30b,edpResults,9,0.0,1.0,-5,0.0,0.2,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,MPT-30b,edpResults,10,0.0,1.0,-5,0.0,0.2,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Mistral-7b,edpResults,1,0.4,0.0,0,0.007272727272727273,0.0,"[False, False, True, False, False, False, False, True, True, True]",False
1,Mistral-7b,edpResults,2,0.7,0.0,0,0.025454545454545452,0.0,"[False, False, True, True, True, True, True, True, True, False]",False
2,Mistral-7b,edpResults,3,0.2,0.0,0,0.01090909090909091,0.0,"[False, False, False, False, False, False, False, True, False, True]",False
3,Mistral-7b,edpResults,4,0.5,0.0,0,0.03636363636363636,0.0,"[True, True, True, False, False, True, False, False, False, True]",False
4,Mistral-7b,edpResults,5,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
5,Mistral-7b,edpResults,6,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Mistral-7b,edpResults,7,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Mistral-7b,edpResults,8,0.2,0.0,0,0.02909090909090909,0.0,"[True, False, True, False, False, False, False, False, False, False]",False
8,Mistral-7b,edpResults,9,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
9,Mistral-7b,edpResults,10,0.4,0.0,0,0.07272727272727272,0.0,"[False, False, False, True, False, True, False, True, False, True]",False
0,Mistral-7b,edpResults,4,0.0,0.2,-3,0.0,0.028571428571428574,"[False, False, False, False, False, 'failed', False, False, 'failed', False]",False
1,Mistral-7b,edpResults,5,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
2,Mistral-7b,edpResults,6,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
3,Mistral-7b,edpResults,7,0.2,0.0,-3,0.028571428571428574,0.0,"[False, True, False, False, False, True, False, False, False, False]",False
4,Mistral-7b,edpResults,8,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
5,Mistral-7b,edpResults,9,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Mistral-7b,edpResults,10,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Phi-1.5,edpResults,5,0.0,0.7,-4,0.0,0.11666666666666665,"['failed', False, 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', False]",False
1,Phi-1.5,edpResults,6,0.0,1.0,-4,0.0,0.16666666666666666,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Phi-1.5,edpResults,7,0.2,0.2,-4,0.031111111111111114,0.03333333333333333,"[True, True, False, False, 'failed', False, 'failed', False, False, False]",False
3,Phi-1.5,edpResults,8,0.0,1.0,-4,0.0,0.16666666666666666,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,Phi-1.5,edpResults,9,0.6,0.0,-4,0.11999999999999998,0.0,"[True, False, True, True, True, True, False, False, False, True]",False
5,Phi-1.5,edpResults,10,0.6,0.0,-4,0.13333333333333333,0.0,"[True, True, False, True, True, True, False, False, True, False]",False
0,Qwen-14b,edpResults,3,0.0,0.1,-2,0.0,0.0125,"[False, False, False, 'failed', False, False, False, False, False, False]",False
1,Qwen-14b,edpResults,4,0.1,0.0,-2,0.007692307692307693,0.0,"[False, False, False, False, False, True, False, False, False, False]",False
2,Qwen-14b,edpResults,5,0.0,0.0,-2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
3,Qwen-14b,edpResults,6,0.0,0.2,-2,0.0,0.025,"[False, False, False, False, False, 'failed', 'failed', False, False, False]",False
4,Qwen-14b,edpResults,7,0.0,0.0,-2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
5,Qwen-14b,edpResults,8,0.0,0.0,-2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Qwen-14b,edpResults,9,0.0,0.0,-2,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Qwen-14b,edpResults,10,0.3,0.0,-2,0.057692307692307696,0.0,"[True, False, True, False, False, False, False, False, False, True]",False
0,Qwen-14b,edpResults,1,0.7,0.0,4,0.012727272727272726,0.0,"[True, True, True, True, True, True, False, False, False, True]",False
1,Qwen-14b,edpResults,2,0.8,0.0,4,0.02909090909090909,0.0,"[True, True, True, True, True, False, True, True, False, True]",False
2,Qwen-14b,edpResults,3,0.4,0.0,4,0.02181818181818182,0.0,"[False, False, False, False, False, True, False, True, True, True]",False
3,Qwen-14b,edpResults,4,0.0,0.0,4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
4,Qwen-14b,edpResults,5,0.5,0.0,4,0.045454545454545456,0.0,"[True, False, False, True, True, True, False, False, True, False]",False
5,Qwen-14b,edpResults,6,0.0,0.0,4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
6,Qwen-14b,edpResults,7,0.0,0.0,4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Qwen-14b,edpResults,8,0.3,0.0,4,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",False
8,Qwen-14b,edpResults,9,0.2,0.0,4,0.03272727272727273,0.0,"[False, False, True, False, False, False, False, False, True, False]",False
9,Qwen-14b,edpResults,10,0.0,0.0,4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Vicuna-13b,edpResults,1,0.5,0.0,0,0.00909090909090909,0.0,"[False, True, False, True, True, True, False, True, False, False]",False
1,Vicuna-13b,edpResults,2,0.0,1.0,0,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Vicuna-13b,edpResults,3,0.5,0.0,0,0.02727272727272727,0.0,"[False, False, True, False, True, True, False, True, False, True]",False
3,Vicuna-13b,edpResults,4,0.1,0.9,0,0.007272727272727273,0.09,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed']",False
4,Vicuna-13b,edpResults,5,0.3,0.0,0,0.02727272727272727,0.0,"[False, False, False, False, False, False, True, True, True, False]",False
5,Vicuna-13b,edpResults,6,0.3,0.0,0,0.03272727272727272,0.0,"[False, True, False, True, False, True, False, False, False, False]",False
6,Vicuna-13b,edpResults,7,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
7,Vicuna-13b,edpResults,8,0.3,0.0,0,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",False
8,Vicuna-13b,edpResults,9,0.1,0.0,0,0.016363636363636365,0.0,"[False, False, False, False, False, False, False, True, False, False]",False
9,Vicuna-13b,edpResults,10,0.0,0.0,0,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Vicuna-13b,edpResults,3,0.1,0.1,-2,0.00576923076923077,0.0125,"[False, 'failed', False, False, False, False, False, True, False, False]",False
1,Vicuna-13b,edpResults,4,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
